,ISO_A3,Year,Origin,Refugees,Asylum-seekers,IDPs,Others in need,Stateless,Host Community,Others of concern,Displaced
0,-99,,,,,,,,,,
1,ABW,2022.0,Aruba,0.0,7.0,0.0,0.0,0.0,1700.0,0.0,1707.0
2,AFG,2022.0,Afghanistan,5661675.0,294493.0,3254002.0,0.0,0.0,878451.0,90663.0,10179284.0
3,AGO,2022.0,Angola,11751.0,16523.0,0.0,0.0,0.0,0.0,13315.0,41589.0
4,AIA,2022.0,Anguilla,5.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0
5,ALA,,,,,,,,,,
6,ALB,2022.0,Albania,20847.0,34406.0,0.0,0.0,0.0,0.0,0.0,55253.0
7,AND,2022.0,Andorra,5.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0
8,ARE,2022.0,United Arab Emirates,192.0,594.0,0.0,0.0,0.0,0.0,0.0,786.0
9,ARG,2022.0,Argentina,178.0,2271.0,0.0,0.0,0.0,0.0,5.0,2454.0
10,ARM,2022.0,Armenia,14844.0,13474.0,0.0,0.0,0.0,0.0,5.0,28323.0
11,ASM,,,,,,,,,,
12,ATA,,,,,,,,,,
13,ATF,,,,,,,,,,
14,ATG,2022.0,Antigua and Barbuda,58.0,58.0,0.0,0.0,0.0,0.0,0.0,116.0
15,AUS,2022.0,Australia,31.0,25.0,0.0,0.0,0.0,0.0,0.0,56.0
16,AUT,2022.0,Austria,41.0,17.0,0.0,0.0,0.0,0.0,0.0,58.0
17,AZE,2022.0,Azerbaijan,42013.0,5726.0,658793.0,0.0,0.0,0.0,0.0,706532.0
18,BDI,2022.0,Burundi,320536.0,56399.0,8495.0,0.0,0.0,0.0,6149.0,391579.0
19,BEL,2022.0,Belgium,28.0,86.0,0.0,0.0,0.0,0.0,0.0,114.0
20,BEN,2022.0,Benin,816.0,1407.0,0.0,0.0,0.0,0.0,0.0,2223.0
21,BFA,2022.0,Burkina Faso,33318.0,32160.0,1882391.0,0.0,0.0,0.0,0.0,1947869.0
22,BGD,2022.0,Bangladesh,23927.0,61298.0,0.0,0.0,0.0,174850.0,39.0,260114.0
23,BGR,2022.0,Bulgaria,790.0,356.0,0.0,0.0,0.0,0.0,5.0,1151.0
24,BHR,2022.0,Bahrain,302.0,158.0,0.0,0.0,0.0,0.0,0.0,460.0
25,BHS,2022.0,Bahamas,781.0,1210.0,0.0,0.0,0.0,0.0,0.0,1991.0
26,BIH,2022.0,Bosnia and Herzegovina,17913.0,1500.0,96305.0,0.0,0.0,0.0,9.0,115727.0
27,BLM,,,,,,,,,,
28,BLR,2022.0,Belarus,11568.0,8396.0,0.0,0.0,0.0,0.0,0.0,19964.0
29,BLZ,2022.0,Belize,65.0,481.0,0.0,0.0,0.0,0.0,0.0,546.0
30,BMU,,,,,,,,,,
31,BOL,2022.0,Bolivia (Plurinational State of),576.0,2324.0,0.0,0.0,0.0,0.0,0.0,2900.0
32,BRA,2022.0,Brazil,2744.0,49183.0,0.0,0.0,0.0,0.0,3574.0,55501.0
33,BRB,2022.0,Barbados,231.0,226.0,0.0,0.0,0.0,0.0,0.0,457.0
34,BRN,2022.0,Brunei Darussalam,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0
35,BTN,2022.0,Bhutan,6697.0,465.0,0.0,0.0,0.0,0.0,0.0,7162.0
36,BWA,2022.0,Botswana,81.0,686.0,0.0,0.0,0.0,0.0,28.0,795.0
37,CAF,2022.0,Central African Rep.,748327.0,14291.0,515665.0,0.0,0.0,0.0,2246.0,1280529.0
38,CAN,2022.0,Canada,186.0,218.0,0.0,0.0,0.0,0.0,0.0,404.0
39,CHE,2022.0,Switzerland,8.0,27.0,0.0,0.0,0.0,0.0,0.0,35.0
40,CHL,2022.0,Chile,1335.0,11879.0,0.0,0.0,0.0,0.0,2126.0,15340.0
41,CHN,2022.0,China,161234.0,116338.0,0.0,0.0,0.0,0.0,150.0,277722.0
42,CIV,2022.0,Cote d'Ivoire,25103.0,22037.0,0.0,0.0,0.0,0.0,117.0,47257.0
43,CMR,2022.0,Cameroon,147359.0,21927.0,989079.0,0.0,0.0,0.0,8.0,1158373.0
44,COD,2022.0,Dem. Rep. of the Congo,931903.0,135099.0,5541021.0,0.0,0.0,0.0,16813.0,6624836.0
45,COG,2022.0,Congo,13286.0,9580.0,26875.0,0.0,0.0,0.0,98.0,49839.0
46,COK,,,,,,,,,,
47,COL,2022.0,Colombia,109135.0,144210.0,6834492.0,0.0,0.0,1102358.0,561879.0,8752074.0
48,COM,2022.0,Comoros,1900.0,792.0,0.0,0.0,0.0,0.0,0.0,2692.0
49,CPV,2022.0,Cabo Verde,20.0,256.0,0.0,0.0,0.0,0.0,0.0,276.0
50,CRI,2022.0,Costa Rica,275.0,1279.0,0.0,0.0,0.0,3051.0,0.0,4605.0
51,CUB,2022.0,Cuba,13529.0,240994.0,0.0,0.0,0.0,0.0,146305.0,400828.0
52,CUW,2022.0,Curacao ,35.0,5.0,0.0,0.0,0.0,1700.0,0.0,1740.0
53,CYM,2022.0,Cayman Islands,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
54,CYP,2022.0,Cyprus,0.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0
55,CZE,2022.0,Czechia,599.0,228.0,0.0,0.0,0.0,0.0,0.0,827.0
56,DEU,2022.0,Germany,157.0,539.0,0.0,0.0,0.0,0.0,0.0,696.0
57,DJI,2022.0,Djibouti,1706.0,1187.0,0.0,0.0,0.0,640.0,0.0,3533.0
58,DMA,2022.0,Dominica,57.0,162.0,0.0,0.0,0.0,0.0,0.0,219.0
59,DNK,2022.0,Denmark,0.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0
60,DOM,2022.0,Dominican Rep.,724.0,6996.0,0.0,0.0,0.0,0.0,0.0,7720.0
61,DZA,2022.0,Algeria,7703.0,8923.0,0.0,0.0,0.0,0.0,107.0,16733.0
62,ECU,2022.0,Ecuador,3200.0,40358.0,0.0,0.0,0.0,0.0,25335.0,68893.0
63,EGY,2022.0,Egypt,24327.0,27834.0,0.0,0.0,0.0,0.0,162.0,52323.0
64,ERI,2022.0,Eritrea,508291.0,79010.0,0.0,0.0,0.0,0.0,9399.0,596700.0
65,ESH,2022.0,Western Sahara,91041.0,750.0,0.0,0.0,0.0,0.0,0.0,91791.0
66,ESP,2022.0,Spain,62.0,452.0,0.0,0.0,0.0,0.0,0.0,514.0
67,EST,2022.0,Estonia,40.0,61.0,0.0,0.0,0.0,0.0,0.0,101.0
68,ETH,2022.0,Ethiopia,149245.0,121362.0,2730000.0,0.0,0.0,596148.0,4902.0,3601657.0
69,FIN,2022.0,Finland,0.0,15.0,0.0,0.0,0.0,0.0,0.0,15.0
70,FJI,2022.0,Fiji,336.0,3317.0,0.0,0.0,0.0,0.0,0.0,3653.0
71,FLK,,,,,,,,,,
72,FRA,2022.0,France,65.0,405.0,0.0,0.0,0.0,0.0,0.0,470.0
73,FRO,,,,,,,,,,
74,FSM,2022.0,Micronesia (Federated States of),0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0
75,GAB,2022.0,Gabon,770.0,717.0,0.0,0.0,0.0,0.0,0.0,1487.0
76,GBR,2022.0,United Kingdom of Great Britain and Northern Ireland,237.0,408.0,0.0,0.0,0.0,0.0,0.0,645.0
77,GEO,2022.0,Georgia,13353.0,29166.0,292856.0,0.0,0.0,0.0,0.0,335375.0
78,GGY,,,,,,,,,,
79,GHA,2022.0,Ghana,14933.0,8783.0,0.0,0.0,0.0,0.0,0.0,23716.0
80,GIB,,,,,,,,,,
81,GIN,2022.0,Guinea,35303.0,25242.0,0.0,0.0,0.0,0.0,0.0,60545.0
82,GMB,2022.0,Gambia,10661.0,4854.0,0.0,0.0,0.0,0.0,0.0,15515.0
83,GNB,2022.0,Guinea-Bissau,2030.0,2291.0,0.0,0.0,0.0,0.0,0.0,4321.0
84,GNQ,2022.0,Equatorial Guinea,200.0,243.0,0.0,0.0,0.0,0.0,0.0,443.0
85,GRC,2022.0,Greece,125.0,194.0,0.0,0.0,0.0,0.0,0.0,319.0
86,GRD,2022.0,Grenada,51.0,116.0,0.0,0.0,0.0,0.0,0.0,167.0
87,GRL,,,,,,,,,,
88,GTM,2022.0,Guatemala,30278.0,166901.0,0.0,0.0,0.0,406161.0,133563.0,736903.0
89,GUM,,,,,,,,,,
90,GUY,2022.0,Guyana,248.0,929.0,0.0,0.0,0.0,4200.0,0.0,5377.0
91,HKG,2022.0,"China, Hong Kong SAR",177.0,985.0,0.0,0.0,0.0,0.0,0.0,1162.0
92,HMD,,,,,,,,,,
93,HND,2022.0,Honduras,64976.0,195584.0,247090.0,0.0,0.0,0.0,55349.0,562999.0
94,HRV,2022.0,Croatia,17573.0,74.0,0.0,0.0,0.0,0.0,18.0,17665.0
95,HTI,2022.0,Haiti,30304.0,177978.0,0.0,0.0,0.0,0.0,31890.0,240172.0
96,HUN,2022.0,Hungary,1953.0,1327.0,0.0,0.0,0.0,0.0,0.0,3280.0
97,IDN,2022.0,Indonesia,11740.0,10017.0,0.0,0.0,0.0,0.0,1143.0,22900.0
98,IMN,,,,,,,,,,
99,IND,2022.0,India,20832.0,100389.0,0.0,0.0,0.0,0.0,496.0,121717.0
100,IOT,,,,,,,,,,
101,IRL,2022.0,Ireland,13.0,189.0,0.0,0.0,0.0,0.0,0.0,202.0
102,IRN,2022.0,Iran (Islamic Rep. of),122224.0,69237.0,0.0,0.0,0.0,0.0,58.0,191519.0
103,IRQ,2022.0,Iraq,288261.0,228961.0,1168619.0,0.0,0.0,0.0,28805.0,1714646.0
104,ISL,2022.0,Iceland,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0
105,ISR,2022.0,Israel,900.0,813.0,0.0,0.0,0.0,0.0,0.0,1713.0
106,ITA,2022.0,Italy,151.0,670.0,0.0,0.0,0.0,0.0,0.0,821.0
107,JAM,2022.0,Jamaica,1868.0,3345.0,0.0,0.0,0.0,0.0,0.0,5213.0
108,JEY,,,,,,,,,,
109,JOR,2022.0,Jordan,3406.0,5667.0,0.0,0.0,0.0,0.0,1293.0,10366.0
110,JPN,2022.0,Japan,64.0,152.0,0.0,0.0,0.0,0.0,0.0,216.0
111,KAZ,2022.0,Kazakhstan,3660.0,8182.0,0.0,0.0,0.0,0.0,0.0,11842.0
112,KEN,2022.0,Kenya,7605.0,10209.0,0.0,0.0,0.0,401356.0,5.0,419175.0
113,KGZ,2022.0,Kyrgyzstan,3287.0,4412.0,0.0,0.0,0.0,0.0,0.0,7699.0
114,KHM,2022.0,Cambodia,11689.0,978.0,0.0,0.0,0.0,0.0,0.0,12667.0
115,KIR,2022.0,Kiribati,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0
116,KNA,2022.0,Saint Kitts and Nevis,22.0,32.0,0.0,0.0,0.0,0.0,0.0,54.0
117,KOR,2022.0,Rep. of Korea,127.0,880.0,0.0,0.0,0.0,0.0,0.0,1007.0
118,KWT,2022.0,Kuwait,1979.0,2898.0,0.0,0.0,0.0,0.0,5.0,4882.0
119,LAO,2022.0,Lao People's Dem. Rep.,6591.0,476.0,0.0,0.0,0.0,0.0,0.0,7067.0
120,LBN,2022.0,Lebanon,6675.0,10289.0,0.0,0.0,0.0,0.0,18671.0,35635.0
121,LBR,2022.0,Liberia,5085.0,3093.0,0.0,0.0,0.0,0.0,341.0,8519.0
122,LBY,2022.0,Libya,17854.0,6076.0,161613.0,0.0,0.0,0.0,28.0,185571.0
123,LCA,2022.0,Saint Lucia,94.0,122.0,0.0,0.0,0.0,0.0,0.0,216.0
124,LIE,2022.0,Liechtenstein,5.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0
125,LKA,2022.0,Sri Lanka,148082.0,15169.0,8540.0,0.0,0.0,0.0,6.0,171797.0
126,LSO,2022.0,Lesotho,12.0,24.0,0.0,0.0,0.0,0.0,6.0,42.0
127,LTU,2022.0,Lithuania,77.0,128.0,0.0,0.0,0.0,0.0,0.0,205.0
128,LUX,2022.0,Luxembourg,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
129,LVA,2022.0,Latvia,102.0,172.0,0.0,0.0,0.0,0.0,0.0,274.0
130,MAC,2022.0,"China, Macao SAR",10.0,48.0,0.0,0.0,0.0,0.0,0.0,58.0
131,MAF,,,,,,,,,,
132,MAR,2022.0,Morocco,10471.0,18121.0,0.0,0.0,0.0,0.0,1369.0,29961.0
133,MCO,,,,,,,,,,
134,MDA,2022.0,Rep. of Moldova,4788.0,7006.0,0.0,0.0,0.0,0.0,5.0,11799.0
135,MDG,2022.0,Madagascar,494.0,567.0,0.0,0.0,0.0,0.0,18.0,1079.0
136,MDV,2022.0,Maldives,82.0,22.0,0.0,0.0,0.0,0.0,0.0,104.0
137,MEX,2022.0,Mexico,17642.0,126428.0,262411.0,0.0,0.0,0.0,5.0,406486.0
138,MHL,,,,,,,,,,
139,MKD,2022.0,North Macedonia,1854.0,5185.0,0.0,0.0,0.0,0.0,5.0,7044.0
140,MLI,2022.0,Mali,226720.0,12355.0,379932.0,0.0,0.0,0.0,10.0,619017.0
141,MLT,2022.0,Malta,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0
142,MMR,2022.0,Myanmar,1253111.0,48701.0,1504848.0,0.0,0.0,0.0,321.0,2806981.0
143,MNE,2022.0,Montenegro,606.0,955.0,0.0,0.0,0.0,0.0,0.0,1561.0
144,MNG,2022.0,Mongolia,2404.0,4940.0,0.0,0.0,0.0,0.0,6.0,7350.0
145,MNP,,,,,,,,,,
146,MOZ,2022.0,Mozambique,104.0,8581.0,1028743.0,0.0,0.0,0.0,50.0,1037478.0
147,MRT,2022.0,Mauritania,36916.0,8558.0,0.0,0.0,0.0,0.0,0.0,45474.0
148,MSR,,,,,,,,,,
149,MUS,2022.0,Mauritius,208.0,428.0,0.0,0.0,0.0,0.0,0.0,636.0
150,MWI,2022.0,Malawi,499.0,1169.0,0.0,0.0,0.0,0.0,0.0,1668.0
151,MYS,2022.0,Malaysia,1355.0,19764.0,0.0,0.0,0.0,0.0,0.0,21119.0
152,NAM,2022.0,Namibia,312.0,1444.0,0.0,0.0,0.0,0.0,40.0,1796.0
153,NCL,,,,,,,,,,
154,NER,2022.0,Niger,21947.0,2754.0,376809.0,0.0,0.0,0.0,37596.0,439106.0
155,NFK,,,,,,,,,,
156,NGA,2022.0,Nigeria,391074.0,83402.0,3286881.0,0.0,0.0,0.0,13.0,3761370.0
157,NIC,2022.0,Nicaragua,16145.0,277663.0,0.0,0.0,0.0,0.0,65724.0,359532.0
158,NIU,2022.0,Niue,11.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0
159,NLD,2022.0,Netherlands (Kingdom of the),56.0,140.0,0.0,0.0,0.0,0.0,0.0,196.0
160,NOR,2022.0,Norway,5.0,15.0,0.0,0.0,0.0,0.0,0.0,20.0
161,NPL,2022.0,Nepal,7334.0,13004.0,0.0,0.0,0.0,0.0,517.0,20855.0
162,NRU,2022.0,Nauru,5.0,19.0,0.0,0.0,0.0,0.0,0.0,24.0
163,NZL,2022.0,New Zealand,48.0,32.0,0.0,0.0,0.0,0.0,0.0,80.0
164,OMN,2022.0,Oman,54.0,99.0,0.0,0.0,0.0,0.0,0.0,153.0
165,PAK,2022.0,Pakistan,111805.0,59126.0,0.0,0.0,0.0,1224393.0,37979.0,1433303.0
166,PAN,2022.0,Panama,159.0,1017.0,0.0,0.0,0.0,96800.0,0.0,97976.0
167,PCN,,,,,,,,,,
168,PER,2022.0,Peru,3949.0,24294.0,0.0,0.0,0.0,617687.0,3299.0,649229.0
169,PHL,2022.0,Philippines,575.0,5492.0,98094.0,0.0,0.0,0.0,183184.0,287345.0
170,PLW,2022.0,Palau,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
171,PNG,2022.0,Papua New Guinea,610.0,610.0,90634.0,0.0,0.0,0.0,0.0,91854.0
172,POL,2022.0,Poland,966.0,1044.0,0.0,0.0,0.0,0.0,0.0,2010.0
173,PRI,,,,,,,,,,
174,PRK,2022.0,Dem. People's Rep. of Korea,260.0,127.0,0.0,0.0,0.0,0.0,0.0,387.0
175,PRT,2022.0,Portugal,50.0,448.0,0.0,0.0,0.0,0.0,0.0,498.0
176,PRY,2022.0,Paraguay,164.0,1202.0,0.0,0.0,0.0,0.0,0.0,1366.0
177,PSE,2022.0,Palestinian,104675.0,11295.0,0.0,0.0,0.0,0.0,2556.0,118526.0
178,PYF,,,,,,,,,,
179,QAT,2022.0,Qatar,40.0,128.0,0.0,0.0,0.0,0.0,0.0,168.0
180,ROU,2022.0,Romania,3939.0,6200.0,0.0,0.0,0.0,0.0,0.0,10139.0
181,RUS,2022.0,Russian Federation,79920.0,66373.0,0.0,0.0,0.0,0.0,27145.0,173438.0
182,RWA,2022.0,Rwanda,249685.0,17886.0,0.0,0.0,0.0,11972.0,12426.0,291969.0
183,SAU,2022.0,Saudi Arabia,1936.0,2537.0,0.0,0.0,0.0,0.0,31.0,4504.0
184,SDN,2022.0,Sudan,836756.0,86838.0,3552717.0,0.0,0.0,0.0,2076.0,4478387.0
185,SEN,2022.0,Senegal,13087.0,17358.0,0.0,0.0,0.0,0.0,0.0,30445.0
186,SGP,2022.0,Singapore,33.0,117.0,0.0,0.0,0.0,0.0,0.0,150.0
187,SGS,,,,,,,,,,
188,SHN,,,,,,,,,,
189,SLB,2022.0,Solomon Islands,44.0,560.0,1000.0,0.0,0.0,0.0,0.0,1604.0
190,SLE,2022.0,Sierra Leone,6827.0,6226.0,0.0,0.0,0.0,0.0,0.0,13053.0
191,SLV,2022.0,El Salvador,58637.0,148758.0,71500.0,0.0,0.0,85061.0,53504.0,417460.0
192,SMR,,,,,,,,,,
193,SOM,2022.0,Somalia,790513.0,56893.0,2967500.0,0.0,0.0,0.0,86055.0,3900961.0
194,SPM,,,,,,,,,,
195,SRB,2022.0,Serbia and Kosovo: S/RES/1244 (1999),30599.0,6668.0,210308.0,0.0,0.0,0.0,32.0,247607.0
196,SSD,2022.0,South Sudan,2294983.0,5228.0,1474679.0,0.0,0.0,371594.0,306.0,4146790.0
197,STP,2022.0,Sao Tome and Principe,11.0,23.0,0.0,0.0,0.0,0.0,0.0,34.0
198,SUR,2022.0,Suriname,26.0,147.0,0.0,0.0,0.0,0.0,5.0,178.0
199,SVK,2022.0,Slovakia,559.0,213.0,0.0,0.0,0.0,0.0,0.0,772.0
200,SVN,2022.0,Slovenia,7.0,31.0,0.0,0.0,0.0,0.0,0.0,38.0
201,SWE,2022.0,Sweden,23.0,82.0,0.0,0.0,0.0,0.0,0.0,105.0
202,SWZ,2022.0,Eswatini,127.0,122.0,0.0,0.0,0.0,0.0,12.0,261.0
203,SXM,,,,,,,,,,
204,SYC,2022.0,Seychelles,9.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0
205,SYR,2022.0,Syrian Arab Rep.,6547818.0,156616.0,6780994.0,0.0,0.0,15209720.0,3522.0,28698670.0
206,TCA,2022.0,Turks and Caicos Islands,19.0,11.0,0.0,0.0,0.0,0.0,0.0,30.0
207,TCD,2022.0,Chad,12810.0,7091.0,381289.0,0.0,0.0,0.0,101667.0,502857.0
208,TGO,2022.0,Togo,7853.0,2889.0,0.0,0.0,0.0,0.0,0.0,10742.0
209,THA,2022.0,Thailand,201.0,3203.0,0.0,0.0,0.0,0.0,0.0,3404.0
210,TJK,2022.0,Tajikistan,2943.0,3646.0,0.0,0.0,0.0,0.0,0.0,6589.0
211,TKM,2022.0,Turkmenistan,2235.0,863.0,0.0,0.0,0.0,0.0,0.0,3098.0
212,TLS,2022.0,Timor-Leste,6.0,690.0,0.0,0.0,0.0,0.0,0.0,696.0
213,TON,2022.0,Tonga,30.0,1308.0,0.0,0.0,0.0,0.0,0.0,1338.0
214,TTO,2022.0,Trinidad and Tobago,289.0,627.0,0.0,0.0,0.0,5433.0,789.0,7138.0
215,TUN,2022.0,Tunisia,2667.0,7923.0,0.0,0.0,0.0,0.0,39.0,10629.0
216,TUR,2022.0,TÃ¼rkiye,92198.0,82737.0,0.0,0.0,0.0,0.0,179.0,175114.0
217,TUV,,,,,,,,,,
218,TWN,,,,,,,,,,
219,TZA,2022.0,United Rep. of Tanzania,786.0,1916.0,0.0,0.0,0.0,0.0,31.0,2733.0
220,UGA,2022.0,Uganda,7510.0,11833.0,0.0,0.0,0.0,2581900.0,35.0,2601278.0
221,UKR,2022.0,Ukraine,5679880.0,34637.0,5914000.0,0.0,0.0,0.0,551560.0,12180077.0
222,UMI,,,,,,,,,,
223,URY,2022.0,Uruguay,68.0,578.0,0.0,0.0,0.0,0.0,0.0,646.0
224,USA,2022.0,United States of America,1306.0,2115.0,0.0,0.0,0.0,0.0,10.0,3431.0
225,UZB,2022.0,Uzbekistan,4324.0,8720.0,0.0,0.0,0.0,0.0,0.0,13044.0
226,VAT,2022.0,Holy See,0.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0
227,VCT,2022.0,Saint Vincent and the Grenadines,136.0,120.0,0.0,0.0,0.0,0.0,0.0,256.0
228,VEN,2022.0,Venezuela (Bolivarian Republic of),234376.0,1137162.0,0.0,5217456.0,0.0,0.0,3388107.0,9977101.0
229,VGB,,,,,,,,,,
230,VIR,,,,,,,,,,
231,VNM,2022.0,Viet Nam,17287.0,10627.0,0.0,0.0,0.0,0.0,68.0,27982.0
232,VUT,2022.0,Vanuatu,5.0,705.0,0.0,0.0,0.0,0.0,0.0,710.0
233,WLF,,,,,,,,,,
234,WSM,2022.0,Samoa,8.0,395.0,0.0,0.0,0.0,0.0,0.0,403.0
235,YEM,2022.0,Yemen,38627.0,33524.0,4523022.0,0.0,0.0,0.0,28.0,4595201.0
236,ZAF,2022.0,South Africa,778.0,3474.0,0.0,0.0,0.0,0.0,6.0,4258.0
237,ZMB,2022.0,Zambia,295.0,471.0,0.0,0.0,0.0,0.0,5.0,771.0
238,ZWE,2022.0,Zimbabwe,7008.0,7478.0,0.0,0.0,0.0,0.0,169.0,14655.0
